uid,Licensee,DBA,License_No,Street_Address,City,ZIP,County,Category,Month,Year,Certification,source_geo,lat,long,geometry
1393,GOBI ANALYTICAL INC,GOBI LABS,405-00006,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Testing Facility,3,2019,,TEXAS,39.76920547,-105.1424786,POINT (-105.1424786 39.76920547)
1404,GOBI ANALYTICAL,,405-00006,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Testing Facility,3,2019,Microbial contaminate Testing,TEXAS,39.76920547,-105.1424786,POINT (-105.1424786 39.76920547)
1415,GOBI ANALYTICAL INC,GOBI LABS,405-00006,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Testing Facility,3,2019,Pesticide Testing,TEXAS,39.76920547,-105.1424786,POINT (-105.1424786 39.76920547)
1424,GOBI ANALYTICAL,,405-00006,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Testing Facility,3,2019,Potency/Homogeneity Testing,TEXAS,39.76920547,-105.1424786,POINT (-105.1424786 39.76920547)
1435,GOBI ANALYTICAL,,405-00006,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Testing Facility,3,2019,Residual Solvents Contaminate Testing,TEXAS,39.76920547,-105.1424786,POINT (-105.1424786 39.76920547)
1467,BOULDER ORGANIC FOOD GROUP LLC,POTIONS,404R-00041,9125 West 44th Avenue,Wheat Ridge,80033,Jefferson,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,TEXAS,39.77817503,-105.0989416,POINT (-105.0989416 39.77817503)
1597,LOUD LABS LLC,PYRAMID,404R-00168,"4805, 4815, 4825 Van Gordon Street",Wheat Ridge,80033,Jefferson,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,CENSUS,39.784424,-105.13551,POINT (-105.13551 39.784424)
1609,MEDICAL MJ SUPPLY LLC,GREEN ROOSTER EDIBLES,404R-00033,6325 West 48th Avenue,Wheat Ridge,80033,Jefferson,MED Licensed Retail Marijuana Product Manufacturer,3,2019,,NOM,39.78397492,-105.065333,POINT (-105.065333 39.78397492)
1816,BOULDER ORGANIC FOOD GROUP LLC,POTIONS,403R-00241,9135 West 44th Avenue,Wheat Ridge,80033,Jefferson,MED Licensed Retail Cultivator,3,2019,,NOM,39.77817072,-105.0991326,POINT (-105.0991326 39.77817072)
2145,LOUD LABS LLC,PYRAMID,403R-00608,"4805, 4815, 4825 Van Gordon Street",Wheat Ridge,80033,Jefferson,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.784424,-105.13551,POINT (-105.13551 39.784424)
2160,MEDICAL MJ SUPPLY LLC,BEST COLORADO MEDS.ORG,403R-00203,4800 Lamar Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Cultivator,3,2019,,NOM,39.784428,-105.067228,POINT (-105.067228 39.784428)
2319,SOLACE MEDS OF WHEAT RIDGE LLC,,403R-00202,4845 Van Gordon Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Cultivator,3,2019,,NOM,39.78462401,-105.1356198,POINT (-105.1356198 39.78462401)
2445,GOBI ANALYTICAL INC,GOBI LABS,405R-00007,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Testing Facility,3,2019,,NOM,39.76910838,-105.142375,POINT (-105.142375 39.76910838)
2457,GOBI ANALYTICAL INC,GOBI LABS,405R-00007,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Testing Facility,3,2019,Microbial contaminate Testing,NOM,39.76910838,-105.142375,POINT (-105.142375 39.76910838)
2468,GOBI ANALYTICAL INC,GOBI LABS,405R-00007,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Testing Facility,3,2019,Pesticide Testing,NOM,39.76910838,-105.142375,POINT (-105.142375 39.76910838)
2477,GOBI ANALYTICAL,,405R-00007,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Testing Facility,3,2019,Potency/Homogeneity Testing,NOM,39.76910838,-105.142375,POINT (-105.142375 39.76910838)
2488,GOBI ANALYTICAL,,405R-00007,3924 Youngfield Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Testing Facility,3,2019,Residual Solvents Contaminate Testing,NOM,39.76910838,-105.142375,POINT (-105.142375 39.76910838)
2509,10185 RIDGE LLC,EVERBLOOM,402R-00763,10185 West 49th Avenue,Wheat Ridge,80033,Jefferson,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.78571957,-105.1117415,POINT (-105.1117415 39.78571957)
2832,MEDICAL MJ SUPPLY LLC,BEST COLORADO CANNABIS,402R-00154,4800 Lamar Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.784428,-105.067228,POINT (-105.067228 39.784428)
2876,OPTIONS MEDICAL CENTER WR LLC,OPTIONS,402R-00184,9085 West 44th Avenue,Wheat Ridge,80033,Jefferson,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.778158,-105.098401,POINT (-105.098401 39.778158)
2952,SOLACE MEDS OF WHEAT RIDGE LLC,,402R-00153,4845 Van Gordon Street,Wheat Ridge,80033,Jefferson,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.78462401,-105.1356198,POINT (-105.1356198 39.78462401)
1398,TEQ ANALYTICAL LABORATORIES INC,,405-00014,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Testing Facility,3,2019,,TEXAS,39.7478627,-104.8407429,POINT (-104.8407429 39.7478627)
1409,TEQ ANALYTICAL LABORATORIES INC,TEQ ANALYTICAL LABORATORIES,405-00014,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Testing Facility,3,2019,Microbial contaminate Testing,TEXAS,39.7478627,-104.8407429,POINT (-104.8407429 39.7478627)
1419,TEQ ANALYTICAL LABORATORIES INC,,405-00014,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Testing Facility,3,2019,Pesticide Testing,TEXAS,39.7478627,-104.8407429,POINT (-104.8407429 39.7478627)
1429,TEQ ANALYTICAL LABORATORIES INC,TEQ ANALYTICAL LABORATORIES,405-00014,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Testing Facility,3,2019,Potency/Homogeneity Testing,TEXAS,39.7478627,-104.8407429,POINT (-104.8407429 39.7478627)
1439,TEQ ANALYTICAL LABORATORIES INC,TEQ ANALYTICAL LABORATORIES,405-00014,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Testing Facility,3,2019,Residual Solvents Contaminate Testing,TEXAS,39.7478627,-104.8407429,POINT (-104.8407429 39.7478627)
2451,TEQ ANALYTICAL LABORATORIES INC,,405R-00019,12635 East Montview Boulevard Suite 175,Aurora,80045,Adams,MED Licensed Retail Testing Facility,3,2019,,CENSUS,39.747433,-104.83888,POINT (-104.83888 39.747433)
2462,TEQ ANALYTICAL LABORATORIES INC,TEQ ANALYTICAL LABORATORIES,405R-00019,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Retail Testing Facility,3,2019,Microbial contaminate Testing,CENSUS,39.747433,-104.83888,POINT (-104.83888 39.747433)
2472,TEQ ANALYTICAL LABORATORIES INC,,405R-00019,12635 East Montview Boulevard Suite 175,Aurora,80045,Adams,MED Licensed Retail Testing Facility,3,2019,Pesticide Testing,CENSUS,39.747433,-104.83888,POINT (-104.83888 39.747433)
2482,TEQ ANALYTICAL LABORATORIES INC,TEQ ANALYTICAL LABORATORIES,405R-00019,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Retail Testing Facility,3,2019,Potency/Homogeneity Testing,CENSUS,39.747433,-104.83888,POINT (-104.83888 39.747433)
2492,TEQ ANALYTICAL LABORATORIES INC,TEQ ANALYTICAL LABORATORIES,405R-00019,"12635 East Montview Boulevard, Suite 175",Aurora,80045,Adams,MED Licensed Retail Testing Facility,3,2019,Residual Solvents Contaminate Testing,CENSUS,39.747433,-104.83888,POINT (-104.83888 39.747433)
1383,LAMA HOLDINGS LLC,LBC,407R-00001,1015 McMurdo Circle,Castle Rock,80108,Douglas,MED Licensed Retail Operator,3,2019,,TEXAS,39.3773023,-104.8163294,POINT (-104.8163294 39.3773023)
66,BGOOD VENTURES LLC,BGOOD APOTHECARY,402-01238,"11 West Hampden Avenue, Suite 102",Englewood,80110,Arapahoe,MED Licensed Center,3,2019,,TEXAS,39.6533325,-104.9881809,POINT (-104.9881809 39.6533325)
216,HERBAL OPTIONS LLC,GOOD MEDS,402-00736,"3431 South Federal Boulevard, Unit G",Englewood,80110,Arapahoe,MED Licensed Center,3,2019,,TEXAS,39.6546623,-105.0256766,POINT (-105.0256766 39.6546623)
581,BUDDIES WELLNESS LLC,LA BODEGA,403-01470,"4695 South Windermere, Unit B",Englewood,80110,Arapahoe,MED Licensed Cultivator,3,2019,,TEXAS,39.6320719,-105.0073135,POINT (-105.0073135 39.6320719)
2514,2760 HAMPDEN INC,THE FIRE PLACE,402R-00757,2800 West Hampden Avenue,Sheridan,80110,Arapahoe,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.653195,-105.0221642,POINT (-105.0221642 39.653195)
2814,LS BOUTIQUES LLC,LUCY SKY CANNABIS BOUTIQUE,402R-00715,4444 South Federal Boulevard,Sheridan,80110,Arapahoe,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.636158,-105.025375,POINT (-105.025375 39.636158)
2979,TDM LLC,TREES,402R-00652,5005 South Federal Boulevard,Englewood,80110,Arapahoe,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,39.6255916,-105.0258701,POINT (-105.0258701 39.6255916)
3008,THE GREEN SOLUTION LLC,,402R-00737,3926 South Federal Boulevard,Sheridan,80110,Arapahoe,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.64519801,-105.0251799,POINT (-105.0251799 39.64519801)
3010,THE GREEN SOLUTION LLC,,402R-00743,3318 South Federal Boulevard,Sheridan,80110,Arapahoe,MED Licensed Retail Marijuana Store,3,2019,,TEXAS,39.6565218,-105.0248844,POINT (-105.0248844 39.6565218)
325,NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS,NATURES KISS,402-00424,4332 South Broadway,Englewood,80113,Arapahoe,MED Licensed Center,3,2019,,TEXAS,39.6378675,-104.9874254,POINT (-104.9874254 39.6378675)
915,NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS,NATURES KISS,403-00643,4332 South Broadway,Englewood,80113,Arapahoe,MED Licensed Cultivator,3,2019,,TEXAS,39.6378675,-104.9874254,POINT (-104.9874254 39.6378675)
2863,NATURES KISS CANNABIS SERVICES HEALTH & WELLNESS,NATURES KISS,402R-00659,4332 South Broadway,Englewood,80113,Arapahoe,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.63792061,-104.9877229,POINT (-104.9877229 39.63792061)
51,ASCEND LITTLETON LLC,ASCEND CANNABIS CO,402-00978,5231 South Santa Fe Drive,Littleton,80120,Arapahoe,MED Licensed Center,3,2019,,TEXAS,39.6221533,-105.0156607,POINT (-105.0156607 39.6221533)
228,I & S LLC,SILVER STEM FINE CANNABIS,402-00452,1086 West Littleton Boulevard,Littleton,80120,Arapahoe,MED Licensed Center,3,2019,,TEXAS,39.6129671,-105.0001337,POINT (-105.0001337 39.6129671)
293,METRO DENVER TELLURIDE HEALTH CENTER LLC,THE HEMP CENTER,402-00602,5744 South Datura Street,Littleton,80120,Arapahoe,MED Licensed Center,3,2019,,TEXAS,39.6125133,-105.0041903,POINT (-105.0041903 39.6125133)
380,RJJ SHERIDAN LLC,NATIVE ROOTS LITTLETON,402-00977,7870 West Quincy Avenue,Denver,80123,Jefferson,MED Licensed Center,3,2019,,TEXAS,39.6384057,-105.0848006,POINT (-105.0848006 39.6384057)
2919,RJJ SHERIDAN LLC,NATIVE ROOTS LITTLETON,402R-00380,7870 West Quincy Avenue,Denver,80123,Jefferson,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.638695,-105.086,POINT (-105.086 39.638695)
1384,LOCAL PROPERTY MANAGEMENT LLC,,407R-00011,531 Fox Hunt Circle,Highlands Ranch,80126,Douglas,MED Licensed Retail Operator,3,2019,,TEXAS,39.5564935,-104.9809856,POINT (-104.9809856 39.5564935)
247,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,402-00942,4550 South Kipling Street #4,Denver,80127,Jefferson,MED Licensed Center,3,2019,,TEXAS,39.6335889,-105.1087191,POINT (-105.1087191 39.6335889)
2779,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,402R-00590,4550 South Kipling Street #4,Denver,80127,Jefferson,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.633923,-105.10989,POINT (-105.10989 39.633923)
45,AMERICAN WHOLESALE LLC,PALMER LAKE WELLNESS CENTER,402-00444,855 Highway 105,Palmer Lake,80133,El Paso,MED Licensed Center,3,2019,,TEXAS,39.0995599,-104.8773114,POINT (-104.8773114 39.0995599)
527,AMERICAN WHOLESALE LLC,PALMER LAKE WELLNESS CENTER,403-00666,855 Highway 105,Palmer Lake,80133,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,39.0995599,-104.8773114,POINT (-104.8773114 39.0995599)
1008,ROCKY MOUNTAIN WELLNESS LLC,,403-01477,855 Highway 105,Palmer Lake,80133,El Paso,MED Licensed Cultivator,3,2019,,TEXAS,39.0995599,-104.8773114,POINT (-104.8773114 39.0995599)
1328,ROCKY MOUNTAIN WELLNESS LLC,,404-00379,855 Highway 105,Palmer Lake,80133,El Paso,MED Licensed Infused Product Manufacturer,3,2019,,TEXAS,39.0995599,-104.8773114,POINT (-104.8773114 39.0995599)
1760,ALPINE ESSENTIALS LLC,ALPINE ESSENTIALS,403R-00513,850 A & B  Commerical Lane,Palmer Lake,80133,El Paso,MED Licensed Retail Cultivator,3,2019,,CENSUS,39.102398,-104.88045,POINT (-104.88045 39.102398)
2315,SMMS LLC,ELEVATED GENETICS,403R-00566,6995 Imboden Road,Watkins,80137,Arapahoe,MED Licensed Retail Cultivator,3,2019,,NOM,39.81964967,-104.5835898,POINT (-104.5835898 39.81964967)
14,1617 WAZEE STREET LLC,LODO WELLNESS CENTER,402-00017,"1617 Wazee Street, Unit B",Denver,80202,Denver,MED Licensed Center,3,2019,,TEXAS,39.751753,-104.9999353,POINT (-104.9999353 39.751753)
41,ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,402-00913,"910 16th Street, Suite 805",Denver,80202,Denver,MED Licensed Center,3,2019,,TEXAS,39.746631,-104.994303,POINT (-104.994303 39.746631)
113,COMPASSIONATE CARE GIVERS INC,CANNABIS STATION,402-00050,1201 20th Street,Denver,80202,Denver,MED Licensed Center,3,2019,,TEXAS,39.7525851,-104.9916673,POINT (-104.9916673 39.7525851)
114,COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,402-00051,1538 Wazee Street Suite 100,Denver,80202,Denver,MED Licensed Center,3,2019,,TEXAS,39.7507366,-105.0004369,POINT (-105.0004369 39.7507366)
142,DJR COLORADO LLC,HIGH LEVEL HEALTH,402-00911,"1620 Market Street, Suite 5W",Denver,80202,Denver,MED Licensed Center,3,2019,,TEXAS,39.7500383,-104.9976144,POINT (-104.9976144 39.7500383)
275,LOTUS MEDICAL LLC,,402-00317,"1444 Wazee Street, #115",Denver,80202,Denver,MED Licensed Center,3,2019,,TEXAS,39.7497998,-105.0015638,POINT (-105.0015638 39.7497998)
483,1617 WAZEE STREET LLC,LODO WELLNESS CENTER,403-01875,"1617 Wazee Street, Unit B",Denver,80202,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.751753,-104.9999353,POINT (-104.9999353 39.751753)
1730,1617 WAZEE STREET LLC,LODO WELLNESS CENTER,403R-00102,"1617 Wazee Street, Unit B",Denver,80202,Denver,MED Licensed Retail Cultivator,3,2019,,TEXAS,39.751753,-104.9999353,POINT (-104.9999353 39.751753)
2511,1617 WAZEE STREET LLC,LODO WELLNESS CENTER,402R-00081,"1617 Wazee Street, Unit B",Denver,80202,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.75143,-104.99976,POINT (-104.99976 39.75143)
2547,ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS APOTHECARY,402R-00027,"910 16th Street, Suite 805",Denver,80202,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.74664,-104.99409,POINT (-104.99409 39.74664)
2627,COMPASSIONATE CARE GIVERS INC,CANNABIS STATION,402R-00068,1201 20th Street,Denver,80202,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.752346,-104.99176,POINT (-104.99176 39.752346)
2629,COMPASSIONATE CARE GIVERS INC,ROCKY MOUNTAIN HIGH,402R-00070,1538 Wazee Street Suit 100,Denver,80202,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.75066,-105.00074,POINT (-105.00074 39.75066)
2656,DJR COLORADO LLC,HIGH LEVEL HEALTH,402R-00054,"1620 Market Street, Suite 5W",Denver,80202,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.75011,-104.998,POINT (-104.998 39.75011)
2776,JS INVESTMENTS LLC,EUFLORA,402R-00056,"403 16th Street, Suite 1",Denver,80202,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.743244,-104.98965,POINT (-104.98965 39.743244)
3006,THE GREEN SOLUTION LLC,,402R-00700,1995 Wewatta Street,Denver,80202,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7566111,-104.9979216,POINT (-104.9979216 39.7566111)
28,ABUNDANT HEALTH DENVER LLC,HERBAN UNDERGROUND,402-00306,"70 Broadway, Suite 50",Denver,80203,Denver,MED Licensed Center,3,2019,,TEXAS,39.717865,-104.9870914,POINT (-104.9870914 39.717865)
140,DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,402-00263,970 Lincoln Street,Denver,80203,Denver,MED Licensed Center,3,2019,,TEXAS,39.7317072,-104.9859556,POINT (-104.9859556 39.7317072)
189,GREEN KIWI 2 LLC,LIVWELL,402-00981,1660 North Pearl Street,Denver,80203,Denver,MED Licensed Center,3,2019,,TEXAS,39.7428141,-104.9796012,POINT (-104.9796012 39.7428141)
245,JVJC HOLDINGS II LLC,,402-00916,105 East 7th Avenue,Denver,80203,Denver,MED Licensed Center,3,2019,,TEXAS,39.7274123,-104.9856599,POINT (-104.9856599 39.7274123)
344,PEAK HOLDINGS GROUP LLC,PEAK DISPENSARY,402-00408,260 Broadway,Denver,80203,Denver,MED Licensed Center,3,2019,,TEXAS,39.7204951,-104.9871291,POINT (-104.9871291 39.7204951)
416,SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,402-00680,330 East Colfax Avenue,Denver,80203,Denver,MED Licensed Center,3,2019,,TEXAS,39.7399039,-104.9826738,POINT (-104.9826738 39.7399039)
499,ABUNDANT HEALTH DENVER LLC,HERBAN UNDERGROUND,403-00457,"70 Broadway, Suite 50",Denver,80203,Denver,MED Licensed Cultivator,3,2019,,TEXAS,39.717865,-104.9870914,POINT (-104.9870914 39.717865)
1746,ABUNDANT HEALTH DENVER LLC,HERBAN UNDERGROUND,403R-00313,"70 Broadway, Suite 50",Denver,80203,Denver,MED Licensed Retail Cultivator,3,2019,,TEXAS,39.717865,-104.9870914,POINT (-104.9870914 39.717865)
2528,ABUNDANT HEALTH DENVER LLC,HERBAN UNDERGROUND,402R-00237,"70 Broadway, Suite 50",Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.717762,-104.98749,POINT (-104.98749 39.717762)
2557,ARES STRATEGIES INC,TERRAPIN CARE STATION,402R-00142,"1 Broadway, Unit A-150",Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.71665,-104.98751,POINT (-104.98751 39.71665)
2655,DISCOUNT MEDICAL MARIJUANA LLC,HIGH LEVEL HEALTH,402R-00083,970 North Lincoln Street,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.73158,-104.98612,POINT (-104.98612 39.73158)
2717,GREEN KIWI 2 LLC,LIVWELL,402R-00112,1660 North Pearl Street,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,CENSUS,39.74262,-104.97989,POINT (-104.97989 39.74262)
2777,JVJC HOLDINGS II LLC,,402R-00408,105 East 7th Avenue,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7274229,-104.9856121,POINT (-104.9856121 39.7274229)
2805,LIGHTSHADE LABS LLC,LIGHTSHADE,402R-00479,745 East 6th Avenue,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7258903,-104.9779855,POINT (-104.9779855 39.7258903)
2822,MAGNA MARKETING INC,HERBS 4 YOU,402R-00076,20 East 9th Avenue,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7302967,-104.9866622,POINT (-104.9866622 39.7302967)
2850,MMRD LLC,,402R-00769,1250 Grant Street,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.73612645,-104.9830082,POINT (-104.9830082 39.73612645)
2886,PEAK HOLDINGS GROUP LLC,PEAK DISPENSARY,402R-00340,260 Broadway,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.72030266,-104.9873619,POINT (-104.9873619 39.72030266)
2888,PG RETAIL I LLC,MILE HIGH GREEN CROSS,402R-00449,852 North Broadway,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.72980757,-104.987296,POINT (-104.987296 39.72980757)
2974,SWEETWATER PARTNERS LLC,GOOD CHEMISTRY,402R-00031,330 East Colfax Avenue,Denver,80203,Denver,MED Licensed Retail Marijuana Store,3,2019,,NOM,39.7399502,-104.9831403,POINT (-104.9831403 39.7399502)
6,GREEN RUSH TRANSPORTATION LLC,GREEN RUSH TRANSPORTATION,406-00002,1120 Yuma Court,Denver,80204,Denver,MED Licensed Transporters,3,2019,,TEXAS,39.734148,-105.0144577,POINT (-105.0144577 39.734148)
20,3B UMATILLA LLC,BUDDY BOY,402-00746,777 Umatilla Street,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7284591,-105.0122785,POINT (-105.0122785 39.7284591)
26,5280 WELLNESS LLC,MMJ AMERICA GOLDEN TRIANGLE,402-00286,1321 Elati Street,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7372894,-104.9944344,POINT (-104.9944344 39.7372894)
27,A CUT OFF THE TOP MEDICAL MARIJUANA LLC,,402-00085,2059 West 9th Avenue,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7312627,-105.0124439,POINT (-105.0124439 39.7312627)
37,ALLGREENS LLC,,402-00001,762 Kalamath Street,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7285354,-104.9997275,POINT (-104.9997275 39.7285354)
88,CANNABIS FOR HEALTH LLC,PIG N WHISTLE,402-00934,4801 West Colfax Avenue,Denver,80204,Denver,MED Licensed Center,3,2019,,NOM,39.7406439,-105.0489717,POINT (-105.0489717 39.7406439)
102,COLORADO CANNABIS COMPANY LLC,PURE MEDICAL DISPENSARY,402-01012,1133 Bannock Street,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7344252,-104.9904016,POINT (-104.9904016 39.7344252)
125,CURE MEDICAL PHARM INC,RIVERROCK,402-00043,"990 West 6th Avenue, Suite 5",Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7254654,-104.9995503,POINT (-104.9995503 39.7254654)
158,FIREHOUSE ORGANICS CENTRAL LLC,FIREHOUSE ORGANICS,402-00656,543 Bryant Street,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7246214,-105.0190102,POINT (-105.0190102 39.7246214)
202,GT VENTURES I LLC,PANDO,402-00180,777 Canosa Court Unit 102,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7290133,-105.0202138,POINT (-105.0202138 39.7290133)
215,HERBAL HEALTH LLC,LOCAL PRODUCT OF COLORADO,402-00585,419 West 13th Avenue,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7369886,-104.9934374,POINT (-104.9934374 39.7369886)
219,HG LTD,HIGHER GRADE,402-00649,1269 Elati Street,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7365449,-104.9943224,POINT (-104.9943224 39.7365449)
296,MILE HIGH MEDICAL CANNABIS LLC,LIT,402-00501,1630 North Federal Boulevard,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7428075,-105.0247673,POINT (-105.0247673 39.7428075)
352,PINEAPPLE EXCHANGE LLC,PINEAPPLE EXCHANGE,402-01038,2895 West 8th Avenue,Denver,80204,Denver,MED Licensed Center,3,2019,,TEXAS,39.7296158,-105.0232461,POINT (-105.0232461 39.7296158)
